token,entropy,doc_count,num_esha_categories
moritas,-0.0,1,1
moritz,-0.0,1,1
morn,0.8112781244591328,4,2
mornay,-0.0,1,1
morning,3.490155638404066,135,16
mornings,0.9182958340544896,3,2
morningstar,1.6543909527720158,66,5
moroccan,3.168719032756627,127,16
morocco,1.3709505944546687,5,3
moroheiya,-0.0,1,1
morohelya,0.0,0,0
morolique,-0.0,2,1
morphers,0.0,0,0
morrell,-0.0,3,1
morrison,1.1752835873133534,24,3
morro,0.7219280948873623,5,2
morrocan,-0.0,1,1
morrsel,0.0,0,0
morsel,-0.0,1,1
morsels,1.805097129756525,123,10
morsles,-0.0,1,1
mortadella,0.9737837298712214,24,3
mortal,-0.0,1,1
mortgage,-0.0,2,1
morton,0.5032583347756457,9,2
moruga,-0.0,1,1
morus,0.0,0,0
morzipan,-0.0,1,1
morzzarella,-0.0,1,1
mos,1.0,2,2
mosaico,-0.0,1,1
moscatel,-0.0,1,1
moscato,1.5219280948873621,5,3
moscow,2.2109736165067546,18,6
moser,-0.0,5,1
moss,1.8423709931771084,7,4
mossy,0.9182958340544896,3,2
most,2.5654483718208256,13,7
mostaccioli,0.4618817047103702,39,3
mostarda,1.8423709931771084,7,4
mostly,1.584962500721156,3,3
mosul,-0.0,4,1
mote,0.0,0,0
motek,0.0,0,0
motel,1.0,2,2
mother,2.752458797966293,95,16
motherlode,-0.0,3,1
mothers,1.6729330318733675,11,5
motion,-0.0,2,1
motions,-0.0,3,1
moto,-0.0,1,1
motor,1.584962500721156,3,3
motown,0.5916727785823275,7,2
mott,1.7306389582936597,40,5
motto,-0.0,1,1
motts,0.0,0,0
motz,0.8112781244591328,4,2
motzza,1.5,4,3
moudammas,-0.0,2,1
moulins,-0.0,1,1
mounds,1.0,2,2
mount,1.8676338909712125,11,5
mountain,2.8782021716212616,498,20
mountaineer,-0.0,1,1
mountains,1.0,2,2
mountainside,-0.0,1,1
mounted,-0.0,2,1
mouse,2.0233094378031957,35,8
mousee,-0.0,1,1
mousquetaire,-0.0,1,1
moussaka,0.9182958340544896,3,2
mousse,2.4251787868256507,280,17
moussecake,-0.0,1,1
mousses,-0.0,1,1
mouth,1.6092837076812243,50,8
mouthwatering,-0.0,1,1
move,1.5709505944546687,10,4
movement,0.0,0,0
mover,-0.0,1,1
movie,1.5013368375872478,185,9
mowatt,-0.0,2,1
moxie,0.8112781244591328,4,2
moxxarella,-0.0,1,1
moxy,-0.0,1,1
moyer,-0.0,2,1
moyers,-0.0,2,1
moyonnaise,-0.0,1,1
moz,-0.0,1,1
mozaika,-0.0,1,1
mozambique,-0.0,1,1
mozarella,1.7004397181410922,13,5
mozart,-0.0,7,1
mozz,1.9609640474436814,10,5
mozza,0.8112781244591328,8,2
mozzaerlla,-0.0,1,1
mozzamelt,-0.0,1,1
mozzamini,-0.0,1,1
mozzaralla,-0.0,1,1
mozzarela,-0.0,1,1
mozzarella,1.556216042255614,3784,15
mozzarellasticks,-0.0,1,1
mozzarellla,-0.0,1,1
mozzarrella,-0.0,2,1
mozzerella,1.584962500721156,3,3
mozzrella,-0.0,1,1
mp,1.0,2,2
mp6,-0.0,2,1
mpe,-0.0,2,1
mpk,1.0,2,2
mr,2.8568488817012474,48,12
mrbeast,0.6840384356390417,11,2
mre,2.287783719941071,13,6
mrgs,-0.0,1,1
mrs,2.962717318793951,156,17
mrshmlws,-0.0,2,1
ms,2.25,8,5
msc,-0.0,2,1
msfo,-0.0,1,1
msg,0.7742433029172697,19,3
mshrms,0.0,0,0
msrf,-0.0,5,1
mt,2.5175119930740966,36,10
mtbll,-0.0,1,1
mtlf,0.0,0,0
mtn,0.9360341832586855,57,7
mtr,-0.0,1,1
mu,1.9502120649147465,7,4
muave,-0.0,1,1
muc,-0.0,1,1
mucci,-0.0,1,1
much,-0.0,1,1
muchacha,-0.0,2,1
muchacho,-0.0,1,1
muchi,-0.0,1,1
mucho,1.2901208527411523,26,4
muchoi,-0.0,1,1
mud,1.1866483258878036,31,5
mudammas,0.0,0,0
mudd,1.0,2,2
muddled,-0.0,1,1
muddy,1.3460089788401184,39,6
mudslide,0.39124356362925566,13,2
muecas,-0.0,1,1
mueelleri,-0.0,1,1
mueller,0.3997900666170139,32,3
muenster,0.22808921286753175,243,4
muerto,0.9182958340544896,3,2
muertos,-0.0,1,1
mues,-0.0,1,1
muesli,1.219708383795512,116,6
muff,-0.0,3,1
muffalata,-0.0,8,1
muffaletta,1.0,2,2
muffin,2.85666988540916,843,18
muffine,-0.0,1,1
muffins,2.0199692873050514,884,9
muffinss,-0.0,1,1
muffuletta,0.9055872616982603,15,3
mufins,-0.0,1,1
mug,2.1513508462915474,158,13
mugcake,-0.0,1,1
muggin,-0.0,1,1
mugging,-0.0,2,1
mughlai,1.0,2,2
mugs,0.9182958340544896,3,2
mugwort,-0.0,1,1
muhamarra,-0.0,1,1
muhammara,-0.0,2,1
mui,0.0,0,0
muiberries,0.0,0,0
muibon,1.0,2,2
muir,1.5547781633412736,62,4
mujadara,-0.0,1,1
mukilteo,0.9182958340544896,3,2
mukimame,2.125814583693911,12,6
mulberries,1.9182958340544893,6,4
mulberry,2.004889451733241,25,5
mule,2.498815264680184,40,6
mulino,0.6500224216483541,6,2
mulled,-0.0,1,1
mullein,-0.0,2,1
mullens,-0.0,1,1
muller,-0.0,36,1
mullet,0.0,0,0
mulligatawny,-0.0,1,1
mulling,0.8658566174572235,11,3
mullling,-0.0,1,1
multgrain,0.0,0,0
multgrn,-0.0,1,1
multi,1.6148175512570733,575,19
multiberry,-0.0,1,1
multibran,-0.0,3,1
multicereal,-0.0,1,1
multicolor,2.2359263506290326,7,5
multicolored,0.9182958340544896,6,2
multicooker,1.0,2,2
multifit,-0.0,5,1
multiflavored,-0.0,1,1
multiflora,-0.0,4,1
multifloral,-0.0,1,1
multifruit,0.9709505944546686,5,2
multifruits,-0.0,1,1
multifrult,-0.0,1,1
multigrain,1.840898747485326,975,18
multigrain5,-0.0,1,1
multigrains,1.3709505944546687,5,3
multilingual,-0.0,1,1
multipack,2.1916116417513782,18,5
multiplier,0.7611051114478107,51,3
multipurpose,1.4488156357251847,7,3
multiseed,0.6500224216483541,6,2
multiseeded,-0.0,1,1
multiserve,0.0,0,0
multivitamin,1.0,2,2
mulukia,0.0,0,0
mulungu,0.0,0,0
mum,1.0,2,2
mumbai,1.0,2,2
mummies,1.0,2,2
mummified,-0.0,3,1
mummy,1.7004397181410922,13,5
munakka,0.0,0,0
munch,2.8572699977059157,85,12
munchen,-0.0,1,1
munchers,-0.0,3,1
munchie,1.4591479170272448,6,3
munchies,2.6608548932965252,31,8
munchkin,-0.0,1,1
munchos,-0.0,3,1
munchums,-0.0,1,1
munchy,0.8112781244591328,4,2
mung,1.4018466397181502,37,9
mungo,-0.0,1,1
munson,-0.0,2,1
munsta,0.0,0,0
mur,0.0,0,0
murakami,-0.0,1,1
muramatz,-0.0,1,1
murf,-0.0,1,1
murgh,0.0,0,0
murmura,-0.0,1,1
murphy,-0.0,8,1
murray,2.2182095469657646,35,7
murry,1.8365916681089791,9,4
murukku,-0.0,1,1
muruku,-0.0,1,1
musashi,1.75,8,4
musatard,-0.0,1,1
muscadine,1.4591479170272448,6,3
muscat,1.9502120649147465,7,4
muscle,2.291237104378494,64,9
musclepharm,-0.0,1,1
musco,-0.0,5,1
muscoda,-0.0,1,1
muse,-0.0,3,1
musette,-0.0,5,1
museum,-0.0,1,1
mush,-0.0,1,1
mushromms,0.0,0,0
mushroom,2.8863599620744793,1089,16
mushrooms,2.4371718815802335,1154,19
mushrroms,0.0,0,0
mushy,-0.0,1,1
music,-0.0,3,1
musica,-0.0,1,1
musk,-0.0,1,1
muskefears,-0.0,2,1
musketeers,-0.0,1,1
musli,1.3709505944546687,5,3
muslix,-0.0,1,1
muso,1.0,2,2
mussel,-0.0,12,1
musselman,1.5,4,3
mussels,1.4703498866913893,108,7
mussles,0.0,0,0
musso,1.0,2,2
mussy,-0.0,1,1
must,1.3787834934861753,7,3
mustache,0.7219280948873623,5,2
mustaches,-0.0,2,1
mustand,-0.0,1,1
mustang,1.5,4,3
mustapha,1.584962500721156,3,3
mustard,0.7017039107779209,2149,18
mustards,-0.0,9,1
musterd,0.0,0,0
mustered,-0.0,1,1
mustery,-0.0,1,1
mustrad,-0.0,1,1
musubi,1.0,2,2
musztarda,0.0,0,0
mutabal,-0.0,1,1
mutant,1.4594316186372973,22,6
mutation,-0.0,1,1
mutigrain,-0.0,1,1
mutl,-0.0,1,1
mutter,0.0,0,0
mutti,0.6500224216483541,6,2
mutton,1.0,2,2
muuu,-0.0,1,1
muy,-0.0,1,1
mvp,1.0,2,2
mvp2,-0.0,1,1
mvspng,-0.0,1,1
mw,1.5219280948873621,5,3
mwo,-0.0,3,1
mx,1.9219280948873623,5,4
mxcn,-0.0,1,1
mxd,0.0,0,0
my,3.6820240126474113,162,21
mybio,-0.0,1,1
mybread,-0.0,1,1
mycobrew,-0.0,10,1
mycological,-0.0,1,1
mykonos,-0.0,1,1
mylk,1.4534670297316536,27,5
mymega,-0.0,1,1
myo,-0.0,1,1
myojo,-0.0,3,1
myoplex,1.0,6,2
myrna,-0.0,2,1
myrtle,-0.0,2,1
myrtles,0.8112781244591328,4,2
myself,-0.0,1,1
mystere,-0.0,1,1
mysteries,-0.0,1,1
mysterious,-0.0,2,1
mystery,1.3529994634354947,97,7
mystic,1.5,4,3
mystifying,0.0,0,0
mystique,-0.0,2,1
mythical,-0.0,2,1
myzithra,-0.0,1,1
mz,-0.0,2,1
n1,2.0,4,4
n11,-0.0,1,1
n2,-0.0,1,1
n304,-0.0,1,1
n318,-0.0,1,1
n333,-0.0,1,1
n364,-0.0,1,1
n369,-0.0,1,1
n378,-0.0,1,1
n38,-0.0,1,1
n381,-0.0,1,1
n388,-0.0,1,1
n389,-0.0,1,1
n393,-0.0,1,1
n41,-0.0,1,1
n5,-0.0,2,1
n54,-0.0,1,1
n65,-0.0,1,1
n71,-0.0,1,1
n72,-0.0,1,1
n772,-0.0,1,1
n81,-0.0,1,1
n83,-0.0,1,1
n86,-0.0,1,1
n90,-0.0,1,1
n97,-0.0,1,1
n99,-0.0,1,1
naan,1.8775606730661178,144,11
naanpanadas,1.0,2,2
naans,-0.0,1,1
naanwich,0.6500224216483541,6,2
nabali,1.0,2,2
nabisco,2.4891836438094885,302,14
nablus,-0.0,1,1
nabulsi,-0.0,1,1
nacadamia,-0.0,1,1
nach,-0.0,1,1
nacha,-0.0,1,1
nacheez,-0.0,2,1
nachni,0.0,0,0
nacho,2.3129345298774195,675,14
nachos,2.191940471511314,49,7
nacional,-0.0,1,1
nacks,-0.0,1,1
nad,1.0,2,2
nada,1.5219280948873621,5,3
nadie,0.0,0,0
nae,0.6998578570269279,22,3
naengmyeon,-0.0,1,1
nafda,-0.0,1,1
nafta,-0.0,1,1
nag,-0.0,1,1
naga,-0.0,2,1
nagai,0.0,0,0
nagano,0.0,0,0
nagaraya,0.9182958340544896,3,2
nagasaki,-0.0,1,1
nagatanien,1.0,2,2
nagln,-0.0,1,1
nago,-0.0,1,1
naia,-0.0,3,1
nail,2.1219280948873624,10,5
nails,1.0,2,2
nairn,-0.0,1,1
najjar,-0.0,1,1
naked,3.290351573029004,179,15
naleczowianka,-0.0,2,1
nalley,1.7682417909137031,30,5
nam,1.0,2,2
nama,1.584962500721156,3,3
namacha,0.0,0,0
namak,0.0,0,0
namaste,-0.0,1,1
name,1.1488348542809166,7,3
nameko,1.0,2,2
namkeen,0.0,0,0
namkino,0.0,0,0
nampla,-0.0,1,1
namprik,-0.0,1,1
namsg,1.0,2,2
namya,-0.0,1,1
nan,1.0,2,2
nana,2.7217062775743135,25,10
nanacakes,-0.0,1,1
nance,1.5,4,3
nanche,-0.0,1,1
nancy,2.0695767463163937,30,7
nancys,-0.0,1,1
nand,-0.0,1,1
nando,-0.0,5,1
nanfat,-0.0,1,1
nang,0.8112781244591328,4,2
nangis,-0.0,1,1
nanina,-0.0,1,1
nanita,-0.0,3,1
nankhatai,-0.0,1,1
nanny,0.9182958340544896,3,2
nano,1.1488348542809166,7,3
nantasket,-0.0,1,1
nantucket,1.657742726504889,9,4
nantuket,-0.0,1,1
napa,2.084559550224968,51,10
napkin,0.0,0,0
naples,1.9852281360342512,14,5
napolbon,-0.0,1,1
napolean,-0.0,1,1
napoleon,2.396782221599798,16,7
napoleons,0.0,0,0
napoletana,1.0,2,2
napoletani,-0.0,1,1
napoletano,0.0,0,0
napoli,2.3685225277282065,11,6
napolitains,-0.0,1,1
napolitana,-0.0,1,1
napolitaner,-0.0,1,1
napolitanke,-0.0,2,1
napolitano,1.5,4,3
napolitans,-0.0,1,1
napolitians,-0.0,1,1
nappa,-0.0,1,1
naps,-0.0,1,1
nara,-0.0,2,1
naranja,1.9609640474436814,10,5
naranjilla,-0.0,2,1
naranjitas,0.0,0,0
narcissus,-0.0,1,1
narino,0.0,0,0
narrow,1.5,4,3
naruto,-0.0,1,1
narwhal,-0.0,2,1
narzan,-0.0,1,1
nascar,0.0,0,0
nascar1x15,-0.0,1,1
nash,1.2516291673878228,6,3
nashi,-0.0,2,1
nashville,3.1011062000910474,69,13
nasi,-0.0,1,1
nasoya,0.9182958340544896,3,2
nassau,0.8343470230852538,17,3
nasta,-0.0,1,1
nasto,-0.0,1,1
nasty,0.9182958340544896,3,2
nat,1.5546097612655667,15,4
nata,1.4966407621868583,16,5
natalie,-0.0,2,1
natchan,-0.0,1,1
natchitoches,0.0,0,0
natco,1.0,2,2
natha,-0.0,1,1
nathan,2.1820058147602133,14,5
natierra,-0.0,1,1
natilla,1.5,4,3
nation,2.725480556997868,9,7
national,0.9233767921376648,35,6
native,3.0129665265669683,26,9
nativity,0.9182958340544896,3,2
nativo,-0.0,1,1
natrataste,-0.0,1,1
natrel,-0.0,1,1
natur,-0.0,1,1
natura,1.9219280948873623,5,4
naturade,2.112935039619369,25,6
natural,3.5427463493023823,5424,24
naturala,-0.0,2,1
naturale,1.3709505944546687,5,3
naturaljamaican,-0.0,1,1
naturally,3.102812595618484,746,22
naturalmente,0.0,0,0
naturals,3.74176448444786,225,20
nature,3.3982681953556884,732,22
natured,2.5,8,6
naturel,1.1488348542809166,7,3
naturele,0.0,0,0
naturello,-0.0,5,1
natureraised,-0.0,1,1
natures,1.0,2,2
naturetrails,-0.0,1,1
natursource,-0.0,1,1
naughty,-0.0,7,1
nausea,0.9182958340544896,3,2
naut,0.0,0,0
nautical,-0.0,1,1
nautral,-0.0,1,1
nautural,-0.0,1,1
navajo,0.0,0,0
navarro,-0.0,1,1
navel,0.8306021151458061,29,3
navels,-0.0,1,1
navidad,-0.0,2,1
navidenas,0.0,0,0
navideno,0.0,0,0
navitas,1.5,4,3
navona,-0.0,2,1
navratan,1.0,2,2
navy,0.9917102253541982,131,9
nawlins,-0.0,1,1
nayonaise,-0.0,3,1
nazook,1.0,2,2
nba,0.0,0,0
nba2k17,-0.0,1,1
nc,-0.0,5,1
ncho,-0.0,1,1
ncoffee,-0.0,1,1
ncreme,-0.0,1,1
nd,1.2916919971380596,14,4
ndali,-0.0,2,1
ndm,-0.0,1,1
ne,-0.0,1,1
neal,1.0,2,2
neapolitan,0.9593007565962847,308,12
neapolitaner,-0.0,2,1
near,1.4826714518595372,31,6
neareast,0.0,0,0
nearly,1.3709505944546687,5,3
necco,0.5916727785823275,7,2
necessary,1.0,2,2
neck,1.5219280948873621,5,3
neckbones,-0.0,9,1
necklace,-0.0,17,1
necklaces,-0.0,5,1
necks,0.4394969869215134,11,2
nect,-0.0,2,1
nectar,1.3917905607146324,486,11
nectarine,1.5734514757305034,31,5
nectarines,1.3709505944546687,5,3
nectars,0.8658566174572235,11,3
nector,-0.0,1,1
nectresse,0.0,0,0
needhams,-0.0,1,1
needle,0.8112781244591328,12,2
needs,-0.0,1,1
neem,-0.0,1,1
neera,-0.0,1,1
neese,-0.0,3,1
negranti,-0.0,4,1
negro,1.7924812503605778,6,4
negros,-0.0,5,1
nehi,-0.0,1,1
neighborhood,2.8961239954868443,29,10
neighbors,-0.0,1,1
neighbourhood,-0.0,1,1
neill,-0.0,1,1
neilly,0.9182958340544896,3,2
nekot,1.820111964470926,30,5
nela,-0.0,1,1
neli,-0.0,4,1
nellie,0.8112781244591328,4,2
nello,-0.0,3,1
nelly,-0.0,1,1
nemechek,0.0,0,0
nemesis,-0.0,1,1
neo,1.5,4,3
neoguri,0.9182958340544896,3,2
neon,0.10776117646142525,163,3
neons,-0.0,1,1
neopolitan,1.3787834934861753,7,3
neosure,-0.0,3,1
nepalese,-0.0,2,1
neptune,-0.0,2,1
nera,-0.0,1,1
nerds,0.6962122601251458,16,2
nerdy,-0.0,6,1
nergy,-0.0,1,1
nerone,-0.0,1,1
nerve,-0.0,1,1
nesbitt,-0.0,1,1
nescafe,0.9182958340544896,3,2
nesquik,-0.0,5,1
nest,1.7709505944546688,10,5
nestea,-0.0,3,1
nested,1.0,2,2
nesteggs,1.0,8,2
nestl,1.7534343861887849,14,5
nestle,2.143187900559642,96,10
nestled,1.7534343861887849,14,5
nests,1.7323082253324755,27,5
nestum,-0.0,1,1
net,2.903546544277017,89,13
netflix,0.9182958340544896,3,2
netkot,-0.0,1,1
netted,0.8112781244591328,4,2
nettle,0.9182958340544896,3,2
nettles,-0.0,1,1
neufchatel,0.9726114179104439,77,6
neufchatelcream,0.0,0,0
neuman,-0.0,1,1
neutral,1.2363864108712896,19,3
neutralizes,0.0,0,0
neutrazin,0.0,0,0
nevada,1.7924812503605778,6,4
neve,-0.0,1,1
never,1.5,4,3
new,3.5086093660639595,1044,21
newberry,-0.0,1,1
newborn,-0.0,2,1
newenglandstyle,0.0,0,0
newman,2.1476017879566216,66,9
newport,-0.0,2,1
news,0.9182958340544896,3,2
newtons,0.6500224216483541,12,2
newyork,1.3709505944546687,5,3
next,1.664497779200461,7,4
nexus,-0.0,1,1
ney,-0.0,1,1
nfl,-0.0,1,1
nflpa,0.5435644431995964,8,2
ng,-0.0,3,1
ngon,-0.0,1,1
ngri,-0.0,1,1
nguyen,-0.0,1,1
nh,1.0,2,2
nhl,-0.0,1,1
nhra,-0.0,1,1
nhtc,-0.0,1,1
ni,1.0,2,2
niada,-0.0,1,1
niagara,1.9211854965885544,14,5
niaman,-0.0,1,1
niasca,-0.0,2,1
nib,1.5713451397302376,36,6
nibbler,-0.0,2,1
nibblers,1.1446348670201616,31,6
nibbles,0.8453509366224364,11,2
nibbly,-0.0,1,1
nibby,-0.0,1,1
niblet,1.2516291673878228,6,3
niblets,0.5916727785823275,7,2
nibmor,-0.0,2,1
nibs,1.90480465166204,106,11
nic,-0.0,1,1
nicaragua,0.9182958340544896,3,2
nicaraguan,-0.0,1,1
nicaraguense,-0.0,1,1
nicasio,-0.0,1,1
nice,3.453033816169178,158,20
niceness,-0.0,1,1
niche,-0.0,1,1
nicholasmarkets,0.0,0,0
nichols,-0.0,1,1
nick,0.9182958340544896,3,2
nickelodeon,1.4501449026631452,42,6
nicki,-0.0,1,1
nicklaus,-0.0,10,1
nicklodeon,-0.0,1,1
nicks,-0.0,1,1
nicoise,0.9182958340544896,6,2
nicoises,-0.0,1,1
nicolosi,-0.0,2,1
niddlers,-0.0,1,1
nido,-0.0,7,1
niere,-0.0,1,1
nieve,-0.0,1,1
nieves,1.584962500721156,3,3
nigari,1.0,2,2
nigella,1.584962500721156,3,3
nigerian,-0.0,1,1
niggets,-0.0,1,1
night,2.7328865091611436,31,11
nightcap,-0.0,4,1
nighter,-0.0,1,1
nightmare,1.0,2,2
nights,1.584962500721156,3,3
nighttime,0.7219280948873623,5,2
nigir,-0.0,1,1
nigiri,1.7822287189138015,40,4
nigirl,-0.0,2,1
nigris,-0.0,7,1
nihari,-0.0,1,1
nija,-0.0,1,1
nik,-0.0,2,1
nikas,-0.0,1,1
nikki,-0.0,2,1
nikola,1.5,4,3
nil,-0.0,1,1
nile,1.5,4,3
nilgiri,-0.0,1,1
nilla,2.1556390622295662,8,5
niman,0.4394969869215134,11,2
nimco,0.0,0,0
nimnims,-0.0,1,1
nina,-0.0,2,1
ninben,-0.0,1,1
nine,1.4966407621868583,16,5
ning,-0.0,2,1
ninja,2.3879695484319563,30,9
ninjabread,-0.0,3,1
ninjalino,-0.0,1,1
nino,-0.0,1,1
nip,1.584962500721156,6,3
nippy,-0.0,2,1
nips,1.1981174211304033,14,3
nirvana,1.272905595320056,15,3
nish,-0.0,2,1
nishimoto,-0.0,1,1
nishin,-0.0,4,1
nisin,-0.0,2,1
nisshin,-0.0,2,1
nissin,1.2406705316766884,11,3
nissui,-0.0,1,1
nita,-0.0,1,1
nitas,-0.0,1,1
nite,-0.0,4,1
niter,-0.0,1,1
nitka,-0.0,1,1
nitrates,-0.0,1,1
nitric,-0.0,6,1
nitrites,-0.0,1,1
nitro,2.0761254952056767,69,10
nitrogen,1.4591479170272448,6,3
nittany,-0.0,1,1
nixta,-0.0,1,1
nixtamal,1.0,2,2
nixtamasa,-0.0,1,1
nj,0.6500224216483541,6,2
nman,-0.0,1,1
no1,0.0,0,0
no4,-0.0,1,1
no5,-0.0,1,1
noah,-0.0,1,1
nob,1.0,2,2
nobashi,0.0,0,0
nobelza,-0.0,1,1
noble,-0.0,3,1
noblesse,-0.0,3,1
noblis,0.0,0,0
nocarbs,0.0,0,0
nocciogioie,0.0,0,0
nocciola,1.5219280948873621,5,3
nocciolata,0.8112781244591328,4,2
nocciolato,0.0,0,0
nocellara,-0.0,1,1
nocerino,-0.0,1,1
nocino,-0.0,1,1
nockers,-0.0,1,1
noddle,-0.0,1,1
noddles,1.0,2,2
nodena,-0.0,1,1
nodini,-0.0,1,1
noel,1.5219280948873621,5,3
nog,1.64059862801755,177,10
noga,-0.0,3,1
nogada,-0.0,1,1
nograinola,-0.0,1,1
noh,0.0,0,0
noino,0.0,0,0
noir,2.0216406363433186,28,7
noisettes,-0.0,1,1
noisina,-0.0,1,1
nokchawon,-0.0,1,1
nol,-0.0,1,1
nola,0.7219280948873623,5,2
nolabar,-0.0,1,1
nolan,-0.0,1,1
nolla,-0.0,1,1
nom,-0.0,1,1
nomadic,1.0,2,2
noms,-0.0,1,1
non,3.602163606516507,1544,23
nona,1.0,4,2
nonalcoholic,-0.0,1,1
nonchiamatemiaceto,-0.0,3,1
nondairy,1.9219280948873623,5,4
none,1.0,2,2
nonfat,0.7340655144889076,1911,14
nong,1.0,2,2
nongshim,1.0,2,2
nonhydrogenated,-0.0,1,1
noni,0.863120568566631,7,2
nonna,2.4650694618158373,19,7
nonni,-0.0,7,1
nonparareils,-0.0,1,1
nonpareil,1.4832194462630235,30,4
nonpareille,-0.0,2,1
nonpareilles,0.41381685030363374,12,2
nonpareils,1.1541856099985455,97,9
nonparelis,-0.0,1,1
nonpariels,-0.0,1,1
nonsense,0.0,0,0
nonstick,1.1687997226410385,26,3
nonstop,-0.0,2,1
nonsuch,-0.0,1,1
noodel,-0.0,1,1
noodl,-0.0,1,1
noodle,1.976195410648373,1357,16
noodled,1.9219280948873623,5,4
noodleo,-0.0,1,1
noodles,2.8671606299062677,1307,18
noodlesoup,-0.0,2,1
noogles,-0.0,1,1
nooks,0.6500224216483541,6,2
nooksack,0.0,0,0
noon,-0.0,2,1
noor,0.9709505944546686,5,2
noosa,-0.0,1,1
nootropic,0.8112781244591328,4,2
nootropics,-0.0,1,1
nopal,1.7924812503605778,6,4
nopalera,-0.0,1,1
nopalitos,-0.0,5,1
nopaltoronja,0.0,0,0
nopulp,-0.0,1,1
nor,-0.0,1,1
norasingh,-0.0,1,1
norcal,0.0,0,0
nordic,1.3787834934861753,7,3
nordica,1.0,2,2
norg,-0.0,3,1
norhtwoods,-0.0,1,1
nori,3.422179989463411,35,12
norimaki,-0.0,1,1
norishio,0.0,0,0
noritamago,-0.0,1,1
norm,-0.0,1,1
norma,-0.0,3,1
normal,1.0,2,2
norman,-0.0,1,1
normandy,0.8030717273241024,18,3
norte,-0.0,1,1
nortena,-0.0,1,1
north,3.1766232140833597,88,16
northeast,1.5,4,3
northern,1.0130139137319474,232,12
northernlights,-0.0,1,1
northerns,1.0,2,2
northgate,1.0,2,2
northland,-0.0,1,1
northwest,3.6607226891099156,57,16
northwestern,0.0,0,0
northwoods,1.2516291673878228,6,3
norway,1.0,2,2
norwegian,1.2057300373548152,55,5
norwich,-0.0,1,1
nos,-0.0,3,1
nose,-0.0,1,1
nosed,1.4911148500551854,11,4
noses,-0.0,1,1
nosh,1.4591479170272446,6,3
noshkes,-0.0,1,1
nostalgia,-0.0,1,1
nostalgic,1.9219280948873623,5,4
nostra,1.0,2,2
nostrano,-0.0,2,1
notched,-0.0,2,1
note,1.3787834934861753,7,3
notepad,-0.0,1,1
notes,2.485101853454421,27,8
nothin,1.0,2,2
nothing,-0.0,1,1
notmilk,-0.0,5,1
notorious,1.584962500721156,3,3
notoriously,-0.0,1,1
nots,0.0,0,0
notta,-0.0,1,1
nougat,1.1177937768762072,375,12
nougato,-0.0,1,1
nougats,0.5115779700152473,34,3
nought,-0.0,1,1
nougou,-0.0,1,1
noumea,-0.0,1,1
noupareils,-0.0,1,1
nour,0.0,0,0
nourish,2.610577243331642,14,7
nourishing,1.8675769461761949,21,6
nouugat,-0.0,1,1
nova,0.3366790555444543,59,3
novello,-0.0,5,1
novelties,0.7219280948873623,5,2
novelty,-0.0,6,1
novia,-0.0,1,1
novizio,-0.0,1,1
now,1.6737949406953985,16,5
noyan,0.9182958340544896,3,2
noyu,-0.0,1,1
npa,1.3709505944546687,5,3
npizza,-0.0,1,1
npro,0.0,0,0
nr,-0.0,3,1
nriched,-0.0,1,1
ns,0.0,0,0
nsa,1.9182958340544896,6,4
nslp,-0.0,1,1
nt,-0.0,2,1
ntd,-0.0,1,1
nte,-0.0,16,1
nth,-0.0,1,1
ntrual,-0.0,1,1
nu,1.5566567074628228,7,3
nuances,-0.0,1,1
nubbins,-0.0,1,1
nube,-0.0,1,1
nubu,-0.0,1,1
nuccio,-0.0,2,1
nucita,-0.0,3,1
nuclear,1.0,2,2
nuco,-0.0,3,1
nucoa,-0.0,1,1
nud,0.9182958340544896,3,2
nudge,-0.0,1,1
nueske,-0.0,2,1
nuestra,2.1709505944546685,10,5
nuestras,-0.0,1,1
nuestro,0.7219280948873623,5,2
nueva,1.0,2,2
nuevo,-0.0,1,1
nuevos,-0.0,1,1
nuez,1.0,2,2
nuff,-0.0,1,1
nug,-0.0,1,1
nugate,0.0,0,0
nuggests,2.321928094887362,5,5
nugget,1.9566554297873582,63,8
nuggets,2.921714390134806,722,16
nuggs,-0.0,2,1
nugo,1.5,4,3
nugrape,-0.0,1,1
nugreens,0.0,0,0
num,1.0,2,2
numb,-0.0,1,1
number,1.6577427265048887,9,4
numbers,2.0,4,4
numi,-0.0,1,1
nummy,-0.0,4,1
numoo,1.0,2,2
nuna,-0.0,1,1
nunez,-0.0,1,1
nuovo,1.0,2,2
nuremberg,-0.0,2,1
nurs,-0.0,1,1
nursing,-0.0,1,1
nurture,-0.0,1,1
nusco,-0.0,1,1
nustevia,-0.0,4,1
nut,2.287624596910552,3152,23
nutcheese,0.8812908992306927,10,2
nutcracker,1.792481250360578,6,4
nutcrackers,1.0,2,2
nutcrunch2,0.0,0,0
nutella,1.7709505944546688,10,5
nutello,-0.0,1,1
nutfull,-0.0,3,1
nutheads,-0.0,1,1
nuthouse,-0.0,1,1
nutiva,0.9182958340544896,3,2
nutkao,-0.0,1,1
nutmeat,1.0,2,2
nutmeg,2.4346564979967575,47,10
nutmilk,0.9852281360342515,7,2
nutnola,-0.0,1,1
nutola,-0.0,1,1
nutphree,-0.0,1,1
nutpucks,-0.0,1,1
nutra,-0.0,1,1
nutra9,-0.0,1,1
nutrageous,0.7219280948873623,5,2
nutresa,-0.0,5,1
