fdc_id,gtin_upc,title,branded_food_category,source,_corpus
FNDDS-22101510,,"Pork chop, stewed, lean and fat eaten",Pork,fndds,nutrition_db
FNDDS-22101520,,"Pork chop, stewed, lean only eaten",Pork,fndds,nutrition_db
FNDDS-22107000,,"Pork chop, smoked or cured, cooked, NS as to fat eaten",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22107010,,"Pork chop, smoked or cured, cooked, lean and fat eaten",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22107020,,"Pork chop, smoked or cured, cooked, lean only eaten",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22201000,,"Pork steak or cutlet, NS as to cooking method, NS as to fat eaten",Pork,fndds,nutrition_db
FNDDS-22201010,,"Pork steak or cutlet, NS as to cooking method, lean and fat eaten",Pork,fndds,nutrition_db
FNDDS-22201020,,"Pork steak or cutlet, NS as to cooking method, lean only eaten",Pork,fndds,nutrition_db
FNDDS-22201050,,"Pork steak or cutlet, battered, fried, NS as to fat eaten",Pork,fndds,nutrition_db
FNDDS-22201060,,"Pork steak or cutlet, battered, fried, lean and fat eaten",Pork,fndds,nutrition_db
FNDDS-22201070,,"Pork steak or cutlet, battered, fried, lean only eaten",Pork,fndds,nutrition_db
FNDDS-22201100,,"Pork steak or cutlet, broiled or baked, NS as to fat eaten",Pork,fndds,nutrition_db
FNDDS-22201110,,"Pork steak or cutlet, broiled or baked, lean and fat eaten",Pork,fndds,nutrition_db
FNDDS-22201120,,"Pork steak or cutlet, broiled or baked, lean only eaten",Pork,fndds,nutrition_db
FNDDS-22201200,,"Pork steak or cutlet, fried, NS as to fat eaten",Pork,fndds,nutrition_db
FNDDS-22201210,,"Pork steak or cutlet, fried, lean and fat eaten",Pork,fndds,nutrition_db
FNDDS-22201220,,"Pork steak or cutlet, fried, lean only eaten",Pork,fndds,nutrition_db
FNDDS-22201300,,"Pork steak or cutlet, breaded or floured, broiled or baked, NS as to fat eaten",Pork,fndds,nutrition_db
FNDDS-22201310,,"Pork steak or cutlet, breaded or floured, broiled or baked, lean and fat eaten",Pork,fndds,nutrition_db
FNDDS-22201320,,"Pork steak or cutlet, breaded or floured, broiled or baked, lean only eaten",Pork,fndds,nutrition_db
FNDDS-22201400,,"Pork steak or cutlet, breaded or floured, fried, NS as to fat eaten",Pork,fndds,nutrition_db
FNDDS-22201410,,"Pork steak or cutlet, breaded or floured, fried, lean and fat eaten",Pork,fndds,nutrition_db
FNDDS-22201420,,"Pork steak or cutlet, breaded or floured, fried, lean only eaten",Pork,fndds,nutrition_db
FNDDS-22210300,,"Pork, tenderloin, cooked, NS as to cooking method",Pork,fndds,nutrition_db
FNDDS-22210310,,"Pork, tenderloin, breaded, fried",Pork,fndds,nutrition_db
FNDDS-22210350,,"Pork, tenderloin, braised",Pork,fndds,nutrition_db
FNDDS-22210400,,"Pork, tenderloin, baked",Pork,fndds,nutrition_db
FNDDS-22210450,,"Pork, tenderloin, battered, fried",Pork,fndds,nutrition_db
FNDDS-22300120,,"Ham, fried, NS as to fat eaten",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22300130,,"Ham, fried, lean and fat eaten",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22300140,,"Ham, fried, lean only eaten",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22300150,,"Ham, breaded or floured, fried, NS as to fat eaten",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22300160,,"Ham, breaded or floured, fried, lean and fat eaten",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22300170,,"Ham, breaded or floured, fried, lean only eaten",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22301000,,"Ham, fresh, cooked, NS as to fat eaten",Pork,fndds,nutrition_db
FNDDS-22301110,,"Ham, fresh, cooked, lean and fat eaten",Pork,fndds,nutrition_db
FNDDS-22301120,,"Ham, fresh, cooked, lean only eaten",Pork,fndds,nutrition_db
FNDDS-22311000,,"Ham, smoked or cured, cooked, NS as to fat eaten",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22311010,,"Ham, smoked or cured, cooked, lean and fat eaten",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22311020,,"Ham, smoked or cured, cooked, lean only eaten",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22311450,,"Ham, prosciutto",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22311500,,"Ham, smoked or cured, canned, NS as to fat eaten",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22311510,,"Ham, smoked or cured, canned, lean and fat eaten",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22311520,,"Ham, smoked or cured, canned, lean only eaten",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22321110,,"Ham, smoked or cured, ground patty",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22400100,,"Pork roast, NS as to cut, cooked, NS as to fat eaten",Pork,fndds,nutrition_db
FNDDS-22400110,,"Pork roast, NS as to cut, cooked, lean and fat eaten",Pork,fndds,nutrition_db
FNDDS-22400120,,"Pork roast, NS as to cut, cooked, lean only eaten",Pork,fndds,nutrition_db
FNDDS-22401000,,"Pork roast, loin, cooked, NS as to fat eaten",Pork,fndds,nutrition_db
FNDDS-22401010,,"Pork roast, loin, cooked, lean and fat eaten",Pork,fndds,nutrition_db
FNDDS-22401020,,"Pork roast, loin, cooked, lean only eaten",Pork,fndds,nutrition_db
FNDDS-22402510,,"Fried pork chunks, Puerto Rican style",Pork,fndds,nutrition_db
FNDDS-22411000,,"Pork roast, shoulder, cooked, NS as to fat eaten",Pork,fndds,nutrition_db
FNDDS-22411010,,"Pork roast, shoulder, cooked, lean and fat eaten",Pork,fndds,nutrition_db
FNDDS-22411020,,"Pork roast, shoulder, cooked, lean only eaten",Pork,fndds,nutrition_db
FNDDS-22421000,,"Pork roast, smoked or cured, cooked, NS as to fat eaten",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22421010,,"Pork roast, smoked or cured, cooked, lean and fat eaten",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22421020,,"Pork roast, smoked or cured, cooked, lean only eaten",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22431000,,"Pork roll, cured, fried",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22501010,,"Canadian bacon, cooked",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-22600100,,"Bacon, NS as to type of meat, cooked",Bacon,fndds,nutrition_db
FNDDS-22600110,,"Bacon, NS as to type of meat, reduced sodium, cooked",Bacon,fndds,nutrition_db
FNDDS-22600200,,"Pork bacon, NS as to fresh, smoked or cured, cooked",Bacon,fndds,nutrition_db
FNDDS-22600210,,"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",Bacon,fndds,nutrition_db
FNDDS-22601000,,"Pork bacon, smoked or cured, cooked",Bacon,fndds,nutrition_db
FNDDS-22601040,,"Bacon or side pork, fresh, cooked",Bacon,fndds,nutrition_db
FNDDS-22602010,,"Pork bacon, smoked or cured, reduced sodium, cooked",Bacon,fndds,nutrition_db
FNDDS-22621000,,"Salt pork, cooked",Bacon,fndds,nutrition_db
FNDDS-22621100,,"Fat back, cooked",Butter and animal fats,fndds,nutrition_db
FNDDS-22701000,,"Pork, spareribs, cooked, NS as to fat eaten",Pork,fndds,nutrition_db
FNDDS-22701010,,"Pork, spareribs, cooked, lean and fat eaten",Pork,fndds,nutrition_db
FNDDS-22701020,,"Pork, spareribs, cooked, lean only eaten",Pork,fndds,nutrition_db
FNDDS-22701030,,"Pork, spareribs, barbecued, with sauce, NS as to fat eaten",Pork,fndds,nutrition_db
FNDDS-22701040,,"Pork, spareribs, barbecued, with sauce, lean and fat eaten",Pork,fndds,nutrition_db
FNDDS-22701050,,"Pork, spareribs, barbecued, with sauce, lean only eaten",Pork,fndds,nutrition_db
FNDDS-22704010,,"Pork, cracklings, cooked",Pork,fndds,nutrition_db
FNDDS-22705010,,"Pork ears, tail, head, snout, miscellaneous parts, cooked",Pork,fndds,nutrition_db
FNDDS-22706010,,"Pork, neck bones, cooked",Pork,fndds,nutrition_db
FNDDS-22707010,,"Pork, pig's feet, cooked",Pork,fndds,nutrition_db
FNDDS-22707020,,"Pork, pig's feet, pickled",Pork,fndds,nutrition_db
FNDDS-22708010,,"Pork, pig's hocks, cooked",Pork,fndds,nutrition_db
FNDDS-22709010,,Pork skin rinds,Pork,fndds,nutrition_db
FNDDS-22709110,,"Pork skin, boiled",Pork,fndds,nutrition_db
FNDDS-22810010,,"Ham, baby food, strained",Baby food: meat and dinners,fndds,nutrition_db
FNDDS-22820000,,"Meat stick, baby food",Baby food: meat and dinners,fndds,nutrition_db
FNDDS-23000100,,"Lamb, NS as to cut, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23101000,,"Lamb chop, NS as to cut, cooked, NS as to fat eaten","Lamb, goat, game",fndds,nutrition_db
FNDDS-23101010,,"Lamb chop, NS as to cut, cooked, lean and fat eaten","Lamb, goat, game",fndds,nutrition_db
FNDDS-23101020,,"Lamb chop, NS as to cut, cooked, lean only eaten","Lamb, goat, game",fndds,nutrition_db
FNDDS-23104000,,"Lamb, loin chop, cooked, NS as to fat eaten","Lamb, goat, game",fndds,nutrition_db
FNDDS-23104010,,"Lamb, loin chop, cooked, lean and fat eaten","Lamb, goat, game",fndds,nutrition_db
FNDDS-23104020,,"Lamb, loin chop, cooked, lean only eaten","Lamb, goat, game",fndds,nutrition_db
FNDDS-23107000,,"Lamb, shoulder chop, cooked, NS as to fat eaten","Lamb, goat, game",fndds,nutrition_db
FNDDS-23107010,,"Lamb, shoulder chop, cooked, lean and fat eaten","Lamb, goat, game",fndds,nutrition_db
FNDDS-23107020,,"Lamb, shoulder chop, cooked, lean only eaten","Lamb, goat, game",fndds,nutrition_db
FNDDS-23110000,,"Lamb, ribs, cooked, lean only eaten","Lamb, goat, game",fndds,nutrition_db
FNDDS-23110010,,"Lamb, ribs, cooked, NS as to fat eaten","Lamb, goat, game",fndds,nutrition_db
FNDDS-23110050,,"Lamb, ribs, cooked, lean and fat eaten","Lamb, goat, game",fndds,nutrition_db
FNDDS-23111010,,"Lamb hocks, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23120100,,"Lamb, roast, cooked, NS as to fat eaten","Lamb, goat, game",fndds,nutrition_db
FNDDS-23120110,,"Lamb, roast, cooked, lean and fat eaten","Lamb, goat, game",fndds,nutrition_db
FNDDS-23120120,,"Lamb, roast, cooked, lean only eaten","Lamb, goat, game",fndds,nutrition_db
FNDDS-23132000,,"Lamb, ground or patty, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23150100,,"Goat, boiled","Lamb, goat, game",fndds,nutrition_db
FNDDS-23150200,,"Goat, fried","Lamb, goat, game",fndds,nutrition_db
FNDDS-23150250,,"Goat, baked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23150270,,"Goat head, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23150300,,"Goat ribs, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23200100,,"Veal, NS as to cut, cooked, NS as to fat eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23200110,,"Veal, NS as to cut, cooked, lean and fat eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23200120,,"Veal, NS as to cut, cooked, lean only eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23201010,,"Veal chop, NS as to cooking method, NS as to fat eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23201020,,"Veal chop, NS as to cooking method, lean and fat eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23201030,,"Veal chop, NS as to cooking method, lean only eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23203010,,"Veal chop, fried, NS as to fat eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23203020,,"Veal chop, fried, lean and fat eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23203030,,"Veal chop, fried, lean only eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23203100,,"Veal chop, broiled, NS as to fat eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23203110,,"Veal chop, broiled, lean and fat eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23203120,,"Veal chop, broiled, lean only eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23204010,,"Veal cutlet or steak, NS as to cooking method, NS as to fat eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23204020,,"Veal cutlet or steak, NS as to cooking method, lean and fat eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23204030,,"Veal cutlet or steak, NS as to cooking method, lean only eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23204200,,"Veal cutlet or steak, broiled, NS as to fat eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23204210,,"Veal cutlet or steak, broiled, lean and fat eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23204220,,"Veal cutlet or steak, broiled, lean only eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23205010,,"Veal cutlet or steak, fried, NS as to fat eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23205020,,"Veal cutlet or steak, fried, lean and fat eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23205030,,"Veal cutlet or steak, fried, lean only eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23210010,,"Veal, roasted, NS as to fat eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23210020,,"Veal, roasted, lean and fat eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23210030,,"Veal, roasted, lean only eaten","Beef, excludes ground",fndds,nutrition_db
FNDDS-23220010,,"Veal, ground or patty, cooked","Beef, excludes ground",fndds,nutrition_db
FNDDS-23220020,,"Mock chicken legs, cooked","Beef, excludes ground",fndds,nutrition_db
FNDDS-23220030,,"Veal patty, breaded, cooked","Beef, excludes ground",fndds,nutrition_db
FNDDS-23310000,,"Rabbit, NS as to domestic or wild, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23311100,,"Rabbit, domestic, NS as to cooking method","Lamb, goat, game",fndds,nutrition_db
FNDDS-23311120,,"Rabbit, NS as to domestic or wild, breaded, fried","Lamb, goat, game",fndds,nutrition_db
FNDDS-23311200,,"Rabbit, wild, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23321000,,"Venison/deer, NFS","Lamb, goat, game",fndds,nutrition_db
FNDDS-23321050,,"Venison/deer, cured",Cold cuts and cured meats,fndds,nutrition_db
FNDDS-23321100,,"Venison/deer, roasted","Lamb, goat, game",fndds,nutrition_db
FNDDS-23321200,,"Venison/deer steak, cooked, NS as to cooking method","Lamb, goat, game",fndds,nutrition_db
FNDDS-23321250,,"Venison/deer steak, breaded or floured, cooked, NS as to cooking method","Lamb, goat, game",fndds,nutrition_db
FNDDS-23321900,,Venison/deer jerky,Cold cuts and cured meats,fndds,nutrition_db
FNDDS-23322100,,Deer sausage,Cold cuts and cured meats,fndds,nutrition_db
FNDDS-23322300,,"Deer chop, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23322350,,"Venison/deer ribs, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23322400,,"Venison/deer, stewed","Lamb, goat, game",fndds,nutrition_db
FNDDS-23323100,,"Moose, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23323500,,"Bear, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23324100,,"Caribou, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23326100,,"Bison, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23331100,,"Ground hog, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23332100,,"Opossum, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23333100,,"Squirrel, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23334100,,"Beaver, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23335100,,"Raccoon, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23340100,,"Armadillo, cooked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23345100,,"Wild pig, smoked","Lamb, goat, game",fndds,nutrition_db
FNDDS-23350100,,"Ostrich, cooked","Turkey, duck, other poultry",fndds,nutrition_db
FNDDS-23410010,,"Lamb, baby food, strained",Baby food: meat and dinners,fndds,nutrition_db
FNDDS-23420010,,"Veal, baby food, strained",Baby food: meat and dinners,fndds,nutrition_db
FNDDS-24100000,,"Chicken, NS as to part and cooking method, NS as to skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24100010,,"Chicken, NS as to part and cooking method, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24100020,,"Chicken, NS as to part and cooking method, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24102000,,"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24102010,,"Chicken, NS as to part, baked, broiled, or roasted, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24102020,,"Chicken, NS as to part, baked, broiled, or roasted, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24102050,,"Chicken, NS as to part, rotisserie, NS as to skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24102060,,"Chicken, NS as to part, rotisserie, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24102070,,"Chicken, NS as to part, rotisserie, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24103000,,"Chicken, NS as to part, stewed, NS as to skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24103010,,"Chicken, NS as to part, stewed, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24103020,,"Chicken, NS as to part, stewed, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24103050,,"Chicken, NS as to part, grilled without sauce, NS as to skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24103055,,"Chicken, NS as to part, grilled without sauce, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24103060,,"Chicken, NS as to part, grilled without sauce, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24103070,,"Chicken, NS as to part, grilled with sauce, NS as to skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24103075,,"Chicken, NS as to part, grilled with sauce, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24103080,,"Chicken, NS as to part, grilled with sauce, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24104049,,"Chicken, NS as to part, sauteed, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24104051,,"Chicken, NS as to part, sauteed, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24107070,,"Chicken, NS as to part, fried, coated, skin / coating eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24107071,,"Chicken, NS as to part, fried, coated, skin / coating not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24107080,,"Chicken, NS as to part, baked, coated, skin / coating eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24107081,,"Chicken, NS as to part, baked, coated, skin / coating not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24120110,,"Chicken breast, NS as to cooking method, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24120120,,"Chicken breast, NS as to cooking method, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24122130,,"Chicken breast, baked, broiled, or roasted, skin eaten, from raw","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24122131,,"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24122140,,"Chicken breast, baked or broiled, skin eaten, from pre-cooked","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24122141,,"Chicken breast, baked or broiled, skin not eaten, from pre-cooked","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24122150,,"Chicken breast, baked or broiled, skin eaten, from fast food / restaurant","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24122151,,"Chicken breast, baked or broiled, skin not eaten, from fast food / restaurant","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24122160,,"Chicken breast, baked, broiled, or roasted with marinade, skin eaten, from raw","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24122161,,"Chicken breast, baked, broiled, or roasted with marinade, skin not eaten, from raw","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24122170,,"Chicken breast, rotisserie, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24122171,,"Chicken breast, rotisserie, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24123110,,"Chicken breast, stewed, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24123120,,"Chicken breast, stewed, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24123300,,"Chicken breast, grilled without sauce, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24123301,,"Chicken breast, grilled without sauce, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24123310,,"Chicken breast, grilled with sauce, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24123311,,"Chicken breast, grilled with sauce, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24124200,,"Chicken breast, sauteed, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24124201,,"Chicken breast, sauteed, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24127200,,"Chicken breast, fried, coated, skin / coating eaten, from raw","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24127201,,"Chicken breast, fried, coated, skin / coating not eaten, from raw","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24127202,,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24127210,,"Chicken breast, fried, coated, skin / coating eaten, from pre-cooked","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24127211,,"Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24127220,,"Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24127221,,"Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24127500,,"Chicken breast, baked, coated, skin / coating eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24127501,,"Chicken breast, baked, coated, skin / coating not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24130210,,"Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24130220,,"Chicken leg, drumstick and thigh, NS as to cooking method, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24132230,,"Chicken leg, drumstick and thigh, baked or broiled, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24132231,,"Chicken leg, drumstick and thigh, baked or broiled, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24132240,,"Chicken leg, drumstick and thigh, rotisserie, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24132241,,"Chicken leg, drumstick and thigh, rotisserie, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24133210,,"Chicken leg, drumstick and thigh, stewed, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24133220,,"Chicken leg, drumstick and thigh, stewed, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24134100,,"Chicken leg, drumstick and thigh, grilled without sauce, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24134101,,"Chicken leg, drumstick and thigh, grilled without sauce, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24134150,,"Chicken leg, drumstick and thigh, grilled with sauce, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24134151,,"Chicken leg, drumstick and thigh, grilled with sauce, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24134300,,"Chicken leg, drumstick and thigh, sauteed, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24134301,,"Chicken leg, drumstick and thigh, sauteed, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24137300,,"Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24137301,,"Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24137310,,"Chicken leg, drumstick and thigh, baked, coated, skin / coating eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24137311,,"Chicken leg, drumstick and thigh, baked, coated, skin / coating not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24140210,,"Chicken drumstick, NS as to cooking method, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24140220,,"Chicken drumstick, NS as to cooking method, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24142300,,"Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24142301,,"Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24142310,,"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24142311,,"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24142320,,"Chicken drumstick, baked or broiled, skin eaten, from fast food / restaurant","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24142321,,"Chicken drumstick, baked or broiled, skin not eaten, from fast food / restaurant","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24142400,,"Chicken drumstick, rotisserie, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24142401,,"Chicken drumstick, rotisserie, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24142500,,"Chicken drumstick, grilled without sauce, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24142501,,"Chicken drumstick, grilled without sauce, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24142510,,"Chicken drumstick, grilled with sauce, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24142511,,"Chicken drumstick, grilled with sauce, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24143210,,"Chicken drumstick, stewed, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24143220,,"Chicken drumstick, stewed, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24144300,,"Chicken drumstick, sauteed, skin eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24144301,,"Chicken drumstick, sauteed, skin not eaten","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24147300,,"Chicken drumstick, fried, coated, skin / coating eaten, from raw","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24147301,,"Chicken drumstick, fried, coated, skin / coating not eaten, from raw","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24147302,,"Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24147310,,"Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked","Chicken, whole pieces",fndds,nutrition_db
FNDDS-24147311,,"Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked","Chicken, whole pieces",fndds,nutrition_db
