gtin_upc,fdc_id,product_description,retail_type,supercategory,category_group,category,primary_food,form,cut,prep_state,storage,flavor,flavor_blend,inclusions,claims,dish_type,pack_format,components,retail_leaf,confidence,needs_review,debug_matches
41570110287,2086064,"VANILLA ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk""]}"
41570110935,2079899,"VANILLA ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk""]}"
41570110966,2621830,"VANILLA ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk""]}"
52603065108,2473473,"ORGANIC VANILLA ALMOND PLANT-BASED BEVERAGE, VANILLA",single,Beverage,Beverages,Beverage,almond,beverage,,,,,"[""vanilla"",""almond""]",[],"{""diet"":[""organic"",""plant based""]}",,,[],Beverage > Beverages > Beverage > Vanilla-Almond,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""almond""],""DIET"":[""organic"",""plant based"",""plant""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond""],""FORM"":[""beverage""],""STOPWORD"":[""based"",""beverage""]}"
52603065504,1908154,"ORGANIC ALMOND NON-DAIRY BEVERAGE, VANILLA",single,Beverage,Beverages,Beverage,almond,beverage,,,,vanilla,[],[],"{""diet"":[""organic""]}",,,[],Beverage > Beverages > Beverage > Vanilla,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""almond""],""DIET"":[""organic"",""dairy""],""FLAVOR_UNIVERSAL"":[""almond"",""vanilla""],""FORM"":[""beverage""],""STOPWORD"":[""non"",""beverage""]}"
70038644682,2465009,"VANILLA ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk""]}"
71464019815,2271125,"ORGANIC VANILLA ALMOND MILK & PLANT-BASED PROTEIN BEVERAGE, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],"{""diet"":[""organic"",""plant based"",""protein""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""almond"",""milk"",""protein""],""DIET"":[""organic"",""plant based"",""plant"",""protein""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk"",""beverage""],""STOPWORD"":[""and"",""based"",""beverage""]}"
7203672076,2242102,"VANILLA ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk""]}"
72036987556,2472343,"VANILLA ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk""]}"
75450060065,2476647,"ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""vanilla""],""FORM"":[""milk""]}"
7789049026,2154878,"VANILLA SWEETENED ALMONDMILK, VANILLA SWEETENED",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],"{""sweetener"":[""sweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""sweetened""]}"
7789053463,2309058,"ALMOND VANILLA MILK, ALMOND VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""vanilla"",""milk""],""FORM"":[""milk""]}"
77890534632,2479425,"VANILLA FLAVORED ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""flavored"",""almond"",""milk""],""FORM"":[""milk""]}"
7789054480,2449960,"VANILLA SWEETENED FLAVORED ALMOND ALMONDMILK, VANILLA SWEETENED",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],"{""sweetener"":[""sweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""flavored"",""almond"",""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""sweetened""]}"
78742052366,2656609,"VANILLA ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk""]}"
79893401072,1910995,"ORGANIC ALMONDMILK NON-DAIRY BEVERAGE, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],"{""diet"":[""organic""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""almond"",""milk""],""DIET"":[""organic"",""dairy""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""vanilla""],""FORM"":[""milk"",""beverage""],""STOPWORD"":[""non"",""beverage""]}"
79893401638,2542244,"VANILLA ORGANIC PLANT-BASED NON-DAIRY ALMOND BEVERAGE, VANILLA",single,Beverage,Beverages,Beverage,almond,beverage,,,,,"[""vanilla"",""almond""]",[],"{""diet"":[""organic"",""plant based""]}",,,[],Beverage > Beverages > Beverage > Vanilla-Almond,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""almond""],""DIET"":[""organic"",""plant based"",""plant"",""dairy""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond""],""FORM"":[""beverage""],""STOPWORD"":[""based"",""non"",""beverage""]}"
85239042915,2624783,"VANILLA ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk""]}"
85239360071,2625799,"VANILLA ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk""]}"
85239601235,2636104,"VANILLA ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk""]}"
8.59539E+11,2584665,"ALMOND MILK, MCT OIL, MACA, PREBIOTICS VANILLA ESSENTIALS DRINK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],"{""diet"":[""mct""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk"",""oil""],""DIET"":[""mct""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""vanilla""],""FORM"":[""milk"",""oil"",""drink""],""STOPWORD"":[""drink""]}"
92202062047,2133966,"VANILLA ALMOND MILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk""]}"
99482436247,2545905,"ORGANIC VANILLA ALMOND NON-DAIRY BEVERAGE, VANILLA ALMOND",single,Beverage,Beverages,Beverage,almond,beverage,,,,,"[""vanilla"",""almond""]",[],"{""diet"":[""organic""]}",,,[],Beverage > Beverages > Beverage > Vanilla-Almond,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""almond""],""DIET"":[""organic"",""dairy""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond""],""FORM"":[""beverage""],""STOPWORD"":[""non"",""beverage""]}"
99482436278,2544778,"VANILLA ALMONDMILK BEVERAGE, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk"",""beverage""],""STOPWORD"":[""beverage""]}"
99482467128,2470456,"VANILLA ALMONDMILK BEVERAGE, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk"",""beverage""],""STOPWORD"":[""beverage""]}"
25293001695,2265300,"VANILLA ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk""]}"
6.0788E+11,2476885,"ALMONDMILK, ALMOND VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk"",""almond""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""almond"",""vanilla""],""FORM"":[""milk""]}"
6.74752E+11,1891417,"ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""vanilla""],""FORM"":[""milk""]}"
6.85249E+11,1909312,"ALMONDMILK, ORGANIC VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],"{""diet"":[""organic""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""almond"",""milk""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""vanilla""],""FORM"":[""milk""]}"
6.88267E+11,1920590,"ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""vanilla""],""FORM"":[""milk""]}"
6.94026E+11,2172947,"BLUEBERRY TART BLUEBERRY + VANILLA + ALMOND KOMBUCHA, BLUEBERRY TART",single,Beverage,Beverages,Kombucha,almond,kombucha,,,,blueberry,[],[],{},,,[],Beverage > Beverages > Kombucha > Blueberry,1.0,[],"{""CATEGORY"":[""blueberry"",""tart"",""blueberry"",""almond"",""kombucha""],""FLAVOR_UNIVERSAL"":[""blueberry"",""tart"",""blueberry"",""vanilla"",""almond""],""FORM"":[""tart"",""kombucha""],""STOPWORD"":[""tart"",""and"",""and""]}"
7.17544E+11,2667159,"VANILLA ALMOND BEVERAGE, VANILLA ALMOND",single,Beverage,Beverages,Beverage,almond,beverage,,,,,"[""vanilla"",""almond""]",[],{},,,[],Beverage > Beverages > Beverage > Vanilla-Almond,1.0,[],"{""CATEGORY"":[""almond""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond""],""FORM"":[""beverage""],""STOPWORD"":[""beverage""]}"
7.2544E+11,2488050,"ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""vanilla""],""FORM"":[""milk""]}"
7.2544E+11,2488051,"ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""vanilla""],""FORM"":[""milk""]}"
7.41459E+11,2147800,"VANILLA ALMOND CHIA MILK, VANILLA",single,Beverage,Dairy Milk,Milk,chia,milk,,,,vanilla,[],[],{},,,[],Beverage > Dairy Milk > Milk,1.0,[],"{""CATEGORY"":[""almond"",""chia"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""chia"",""milk""],""FORM"":[""milk""]}"
7.44473E+11,484537,"SO DELICIOUS DAIRY FREE, ALMONDMILK BEVERAGE, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,delicious,[],[],"{""diet"":[""dairy free""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Delicious,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""DIET"":[""dairy free"",""dairy"",""free""],""FLAVOR_UNIVERSAL"":[""delicious"",""almond"",""milk"",""vanilla""],""FORM"":[""milk"",""beverage""],""STOPWORD"":[""so"",""delicious"",""free"",""beverage""]}"
7.44473E+11,2466728,"VANILLA ALMONDMILK BEVERAGE, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk"",""beverage""],""STOPWORD"":[""beverage""]}"
7.44474E+11,1943405,"ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""vanilla""],""FORM"":[""milk""]}"
7.44474E+11,1871848,"ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""vanilla""],""FORM"":[""milk""]}"
7.44474E+11,1911323,"SO DELICIOUS DAIRY FREE, ALMOND+PLUS ALMONDMILK, VANILLA, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,delicious,[],[],"{""diet"":[""dairy free""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Delicious,1.0,[],"{""CATEGORY"":[""almond"",""almond"",""milk""],""DIET"":[""dairy free"",""dairy"",""free""],""FLAVOR_UNIVERSAL"":[""delicious"",""almond"",""almond"",""milk"",""vanilla""],""FORM"":[""milk""],""STOPWORD"":[""so"",""delicious"",""free"",""and"",""plus""]}"
7.48729E+11,2508549,"VANILLA CULTURED ALMONDMILK DRINK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,cultured,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk"",""drink""],""PREPARATION_STATE"":[""cultured""],""STOPWORD"":[""drink""]}"
8.13121E+11,2509331,"VANILLA NON-DAIRY ALMOND MILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""DIET"":[""dairy""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk""],""STOPWORD"":[""non""]}"
8.13121E+11,2509338,"VANILLA ALMOND FLAVORED COLD PRESSED BEVERAGE, VANILLA ALMOND",single,Beverage,Beverages,Beverage,almond,beverage,,cold pressed,,,"[""vanilla"",""almond"",""cold""]",[],{},,,[],Beverage > Beverages > Beverage > Vanilla-Almond-Cold,1.0,[],"{""CATEGORY"":[""almond""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""flavored"",""cold""],""FORM"":[""beverage""],""STOPWORD"":[""cold"",""beverage""],""STORAGE"":[""cold"",""pressed""]}"
8.15369E+11,2265860,"ORGANIC ALMONMILK, VANILLA",single,Other,Other,Unclassified,,,,,,vanilla,[],[],"{""diet"":[""organic""]}",,,[],Other > Other > Unclassified > Vanilla,0.6,"[""missing_form""]","{""BRAND_NOISE"":[""organic""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""vanilla""]}"
8.44334E+11,2477248,"NATURAL 100% WHEY PROTEIN* POWDER, VANILLA ALMOND",single,Pantry,Protein Powders,Whey Protein,whey,protein powder,,,,vanilla,[],[],"{""diet"":[""natural"",""whey"",""protein""]}",,,[],Pantry > Protein Powders > Whey Protein,1.0,[],"{""CATEGORY"":[""whey"",""protein"",""almond""],""DIET"":[""natural"",""whey"",""protein""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond""],""FORM"":[""powder""]}"
8.48737E+11,2241815,"ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""vanilla""],""FORM"":[""milk""]}"
8.48737E+11,2241816,"ORGANIC ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],"{""diet"":[""organic""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""almond"",""milk""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""vanilla""],""FORM"":[""milk""]}"
8.50017E+11,2387906,"CHERRY VANILLA ALMOND FUNCTIONAL WELLNESS DRINK, CHERRY VANILLA ALMOND",single,Beverage,Beverages,Drink,almond,drink,,,,,"[""cherry"",""vanilla"",""almond""]",[],{},,,[],Beverage > Beverages > Drink > Cherry-Vanilla-Almond,1.0,[],"{""CATEGORY"":[""cherry"",""almond""],""FLAVOR_UNIVERSAL"":[""cherry"",""vanilla"",""almond""],""FORM"":[""drink""],""STOPWORD"":[""drink""]}"
8.5177E+11,1909920,"ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""vanilla""],""FORM"":[""milk""]}"
8.5177E+11,2640567,"ORGANIC ALMONDMILK PLANT-BASED PROTEIN 10G + PROTEIN, LIGHTLY SWEETENED VANILLA, LIGHTLY SWEETENED VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],"{""diet"":[""organic"",""plant based"",""protein""],""sweetener"":[""lightly"",""sweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""almond"",""milk"",""protein"",""protein""],""DIET"":[""organic"",""plant based"",""plant"",""protein"",""protein""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""vanilla""],""FORM"":[""milk""],""STOPWORD"":[""based"",""and""],""SWEETENER"":[""lightly"",""sweetened""]}"
8.52736E+11,2461429,"VANILLA DAIRY + ALMOND LACTOSE FREE LOWFAT MILK WITH ALMOND BLEND, VANILLA",single,Beverage,Blended Milks,Dairy+Almond,almond,milk,,,,vanilla,[],"[""almond""]","{""diet"":[""lactose free""],""fat"":[""low fat"",""fat""]}",,,[],Beverage > Dairy Milk > Blended Milks > Dairy+Almond,1.0,[],"{""CATEGORY"":[""almond"",""milk"",""almond"",""blend""],""DIET"":[""dairy"",""lactose free"",""lactose"",""free""],""FAT"":[""low fat"",""fat""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk"",""almond""],""FORM"":[""milk"",""blend""],""STOPWORD"":[""and"",""free"",""low"",""with""]}"
8.52909E+11,2551168,"VANILLA ALMOND MILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk""]}"
8.52909E+11,1910684,"PURE ALMOND MILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""vanilla""],""FORM"":[""milk""],""STOPWORD"":[""pure""]}"
8.58148E+11,2392312,"VANILLA ALMOND ORGANIC KETO BALANCED KETO ELIXIR WITH MCTS & SUPER HERBS, VANILLA ALMOND",combo_pack,Snack,Combo Packs,Dipper,almond,herbs,,,,vanilla,[],[],"{""diet"":[""organic"",""keto"",""balanced""]}",,dipper,"[""almond"",""herbs""]",Snack > Combo Packs > Dipper > Almond + Herbs,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""almond"",""herbs""],""DIET"":[""organic"",""keto"",""balanced"",""keto""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""super""],""FORM"":[""herbs""],""STOPWORD"":[""with"",""and"",""super""]}"
8.59213E+11,1890480,"APPLE ALMOND MILK, CINNAMON VANILLA BEAN",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,apple,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Apple,1.0,[],"{""CATEGORY"":[""apple"",""almond"",""milk"",""bean""],""FLAVOR_UNIVERSAL"":[""apple"",""almond"",""milk"",""cinnamon"",""vanilla""],""FORM"":[""milk""]}"
8.64524E+11,2669666,"VANILLA BEAN ALMONDMILK, VANILLA BEAN",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""bean"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk""]}"
8.86926E+11,2641016,"VANILLA ALMONDMILK, VANILLA",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,vanilla,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Vanilla,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""vanilla"",""almond"",""milk""],""FORM"":[""milk""]}"
18522050038,1554682,KETTLE COOKED APPLES,single,Produce,Fruit,Apples,apples,,,kettle,,,[],[],{},,,[],Produce > Fruit > Apples > Kettle,0.8,[],"{""CATEGORY"":[""apples""],""PREPARATION_STATE"":[""kettle"",""cooked""]}"
75900005585,2570479,"BOB EVANS TASTEFUL SIDES GLAZED APPLES, 20 OZ",combo_pack,Snack,Combo Packs,Sides,apples,glazed,,glazed,,,[],[],{},,sides,"[""apples""]",Snack > Combo Packs > Sides > Apples,0.8,"[""combo_components_lt_2""]","{""CATEGORY"":[""apples""],""COMBO_FORMAT"":[""sides""],""FLAVOR_UNIVERSAL"":[""glazed""],""FORM"":[""sides"",""glazed""],""PREPARATION_STATE"":[""glazed""],""STOPWORD"":[""sides"",""oz""]}"
95829202247,2599293,READY TO EAT APPLES & GRAPES,combo_pack,Snack,Combo Packs,Combo,apples,,,ready to eat,,,[],[],{},,combo,"[""apples"",""grapes""]",Snack > Combo Packs > Combo > Apples + Grapes,1.0,[],"{""CATEGORY"":[""apples"",""grapes""],""PREPARATION_STATE"":[""ready""],""STOPWORD"":[""to"",""and""]}"
18522031419,2023854,PURE KETTLE COOKED APPLES,single,Produce,Fruit,Apples,apples,,,kettle,canned,,[],[],{},,,[],Produce > Fruit > Apples > Kettle,0.8,[],"{""CATEGORY"":[""apples""],""PREPARATION_STATE"":[""kettle"",""cooked""],""STOPWORD"":[""pure""]}"
18522031563,1867182,"FIT KETTLE COOKED APPLES, BANANA MANGO & HEMP SEED",single,Beverage,Plant-based Milk,Hemp,hemp,seed,,kettle,,banana,[],[],{},,,[],Beverage > Plant-based Milk > Hemp > Seed > Banana > Kettle,1.0,[],"{""CATEGORY"":[""apples"",""banana"",""mango"",""hemp""],""FLAVOR_UNIVERSAL"":[""banana"",""mango"",""hemp""],""FORM"":[""seed""],""PREPARATION_STATE"":[""kettle"",""cooked""],""STOPWORD"":[""and""]}"
18522884107,2064221,BIG SLICE KETTLE COOKED APPLES,single,Produce,Fruit,Apples,apples,,slice,kettle,canned,,[],[],{},,,[],Produce > Fruit > Apples > Kettle,0.8,[],"{""CATEGORY"":[""apples""],""CUT"":[""slice""],""PREPARATION_STATE"":[""kettle"",""cooked""],""STOPWORD"":[""big"",""slice""]}"
